Dataset,feature_name,Threshold Method,OoD Val Fold,InD Val Fold,Fold,Shift,Shift Intensity,DR,Accuracy
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,multnoise_0.17500000000000002,multnoise,0.17500000000000002,0.0,0.16666666666666666
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,multnoise_0.2,multnoise,0.2,0.0,0.08333333333333333
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,multnoise_0.225,multnoise,0.225,0.0,0.020833333333333332
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,multnoise_0.25,multnoise,0.25,0.0,0.0
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,multnoise_0.275,multnoise,0.275,0.0,0.0
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,multnoise_0.30000000000000004,multnoise,0.30000000000000004,0.0,0.0
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,multnoise_0.325,multnoise,0.325,0.0,0.0
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,multnoise_0.35000000000000003,multnoise,0.35000000000000003,0.0,0.0
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,multnoise_0.375,multnoise,0.375,0.0,0.0
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,multnoise_0.4,multnoise,0.4,0.0,0.0
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,multnoise_0.42500000000000004,multnoise,0.42500000000000004,0.0,0.0
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,multnoise_0.45,multnoise,0.45,0.0,0.0
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,multnoise_0.47500000000000003,multnoise,0.47500000000000003,0.0,0.0
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,multnoise_0.5,multnoise,0.5,0.0,0.0
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,smear_0.025,smear,0.025,0.0,0.8229166666666666
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,smear_0.05,smear,0.05,0.0,0.84375
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,smear_0.07500000000000001,smear,0.07500000000000001,0.0,0.8541666666666666
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,smear_0.1,smear,0.1,0.0,0.8333333333333334
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,smear_0.125,smear,0.125,0.0,0.8125
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,smear_0.15000000000000002,smear,0.15000000000000002,0.0,0.7708333333333334
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,smear_0.17500000000000002,smear,0.17500000000000002,0.020833333333333332,0.7395833333333334
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,smear_0.2,smear,0.2,0.010416666666666666,0.65625
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,smear_0.225,smear,0.225,0.010416666666666666,0.6145833333333334
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,smear_0.25,smear,0.25,0.0,0.5
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,smear_0.275,smear,0.275,0.010416666666666666,0.40625
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,smear_0.30000000000000004,smear,0.30000000000000004,0.0,0.3333333333333333
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,smear_0.325,smear,0.325,0.0,0.28125
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,smear_0.35000000000000003,smear,0.35000000000000003,0.0,0.2604166666666667
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,smear_0.375,smear,0.375,0.0,0.23958333333333334
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,smear_0.4,smear,0.4,0.020833333333333332,0.22916666666666666
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,smear_0.42500000000000004,smear,0.42500000000000004,0.0,0.17708333333333334
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,smear_0.45,smear,0.45,0.010416666666666666,0.15625
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,smear_0.47500000000000003,smear,0.47500000000000003,0.0,0.14583333333333334
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,smear_0.5,smear,0.5,0.0,0.13541666666666666
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,fog_0.025,fog,0.025,0.0,0.8541666666666666
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,fog_0.05,fog,0.05,0.0,0.84375
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,fog_0.07500000000000001,fog,0.07500000000000001,0.0,0.8541666666666666
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,fog_0.1,fog,0.1,0.0,0.84375
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,fog_0.125,fog,0.125,0.0,0.8229166666666666
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,fog_0.15000000000000002,fog,0.15000000000000002,0.0,0.8333333333333334
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,fog_0.17500000000000002,fog,0.17500000000000002,0.0,0.8333333333333334
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,fog_0.2,fog,0.2,0.0,0.84375
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,fog_0.225,fog,0.225,0.0,0.84375
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,fog_0.25,fog,0.25,0.0,0.84375
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,fog_0.275,fog,0.275,0.0,0.84375
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,fog_0.30000000000000004,fog,0.30000000000000004,0.0,0.8645833333333334
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,fog_0.325,fog,0.325,0.0,0.8854166666666666
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,fog_0.35000000000000003,fog,0.35000000000000003,0.0,0.8645833333333334
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,fog_0.375,fog,0.375,0.0,0.8645833333333334
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,fog_0.4,fog,0.4,0.0,0.8541666666666666
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,fog_0.42500000000000004,fog,0.42500000000000004,0.010416666666666666,0.8541666666666666
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,fog_0.45,fog,0.45,0.0,0.8645833333333334
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,fog_0.47500000000000003,fog,0.47500000000000003,0.0,0.8541666666666666
Polyp,GradNorm,val_optimal,EtisLaribDB,ind_test,fog_0.5,fog,0.5,0.0,0.8645833333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,ind_val,ind,val,0.39,0.95
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,ind_test,ind,test,0.38,0.92
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,EtisLaribDB,Organic,Organic,0.3520408163265306,0.34183673469387754
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,CVC-ClinicDB,Organic,Organic,0.5277777777777778,0.7156862745098039
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,EndoCV2020,Organic,Organic,0.6062992125984252,0.7559055118110236
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,hue_0.025,hue,0.025,0.10416666666666667,0.84375
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,hue_0.05,hue,0.05,0.14583333333333334,0.8541666666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,hue_0.07500000000000001,hue,0.07500000000000001,0.11458333333333333,0.8333333333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,hue_0.1,hue,0.1,0.125,0.7291666666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,hue_0.125,hue,0.125,0.17708333333333334,0.6875
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,hue_0.15000000000000002,hue,0.15000000000000002,0.14583333333333334,0.75
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,hue_0.17500000000000002,hue,0.17500000000000002,0.19791666666666666,0.6666666666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,hue_0.2,hue,0.2,0.15625,0.625
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,hue_0.225,hue,0.225,0.14583333333333334,0.5520833333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,hue_0.25,hue,0.25,0.15625,0.46875
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,hue_0.275,hue,0.275,0.125,0.4270833333333333
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,hue_0.30000000000000004,hue,0.30000000000000004,0.125,0.3541666666666667
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,hue_0.325,hue,0.325,0.10416666666666667,0.2916666666666667
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,hue_0.35000000000000003,hue,0.35000000000000003,0.052083333333333336,0.2708333333333333
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,hue_0.375,hue,0.375,0.052083333333333336,0.2604166666666667
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,hue_0.4,hue,0.4,0.041666666666666664,0.2708333333333333
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,hue_0.42500000000000004,hue,0.42500000000000004,0.11458333333333333,0.28125
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,hue_0.45,hue,0.45,0.13541666666666666,0.3125
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,hue_0.47500000000000003,hue,0.47500000000000003,0.14583333333333334,0.3333333333333333
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,hue_0.5,hue,0.5,0.15625,0.34375
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,contrast_0.025,contrast,0.025,0.08333333333333333,0.8489583333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,contrast_0.05,contrast,0.05,0.08333333333333333,0.8489583333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,contrast_0.07500000000000001,contrast,0.07500000000000001,0.10416666666666667,0.8489583333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,contrast_0.1,contrast,0.1,0.11979166666666667,0.8541666666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,contrast_0.125,contrast,0.125,0.10416666666666667,0.8333333333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,contrast_0.15000000000000002,contrast,0.15000000000000002,0.09375,0.8385416666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,contrast_0.17500000000000002,contrast,0.17500000000000002,0.09895833333333333,0.828125
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,contrast_0.2,contrast,0.2,0.109375,0.8125
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,contrast_0.225,contrast,0.225,0.125,0.8229166666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,contrast_0.25,contrast,0.25,0.125,0.8125
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,contrast_0.275,contrast,0.275,0.13541666666666666,0.8125
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,contrast_0.30000000000000004,contrast,0.30000000000000004,0.15104166666666666,0.8020833333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,contrast_0.325,contrast,0.325,0.15625,0.8072916666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,contrast_0.35000000000000003,contrast,0.35000000000000003,0.140625,0.7916666666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,contrast_0.375,contrast,0.375,0.140625,0.8020833333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,contrast_0.4,contrast,0.4,0.15625,0.796875
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,contrast_0.42500000000000004,contrast,0.42500000000000004,0.14583333333333334,0.8072916666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,contrast_0.45,contrast,0.45,0.14583333333333334,0.8177083333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,contrast_0.47500000000000003,contrast,0.47500000000000003,0.13541666666666666,0.8125
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,contrast_0.5,contrast,0.5,0.11458333333333333,0.8125
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,brightness_0.025,brightness,0.025,0.09375,0.84375
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,brightness_0.05,brightness,0.05,0.0625,0.8541666666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,brightness_0.07500000000000001,brightness,0.07500000000000001,0.041666666666666664,0.84375
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,brightness_0.1,brightness,0.1,0.041666666666666664,0.8541666666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,brightness_0.125,brightness,0.125,0.052083333333333336,0.875
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,brightness_0.15000000000000002,brightness,0.15000000000000002,0.0625,0.8541666666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,brightness_0.17500000000000002,brightness,0.17500000000000002,0.0625,0.8541666666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,brightness_0.2,brightness,0.2,0.0625,0.8541666666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,brightness_0.225,brightness,0.225,0.08333333333333333,0.8645833333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,brightness_0.25,brightness,0.25,0.10416666666666667,0.8541666666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,brightness_0.275,brightness,0.275,0.10416666666666667,0.84375
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,brightness_0.30000000000000004,brightness,0.30000000000000004,0.11458333333333333,0.84375
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,brightness_0.325,brightness,0.325,0.07291666666666667,0.8333333333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,brightness_0.35000000000000003,brightness,0.35000000000000003,0.09375,0.875
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,brightness_0.375,brightness,0.375,0.08333333333333333,0.8541666666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,brightness_0.4,brightness,0.4,0.052083333333333336,0.8541666666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,brightness_0.42500000000000004,brightness,0.42500000000000004,0.041666666666666664,0.8541666666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,brightness_0.45,brightness,0.45,0.09375,0.8333333333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,brightness_0.47500000000000003,brightness,0.47500000000000003,0.07291666666666667,0.8333333333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,brightness_0.5,brightness,0.5,0.07291666666666667,0.84375
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,saltpepper_0.025,saltpepper,0.025,0.0,0.03125
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,saltpepper_0.05,saltpepper,0.05,0.0,0.020833333333333332
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,saltpepper_0.07500000000000001,saltpepper,0.07500000000000001,0.0,0.010416666666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,saltpepper_0.1,saltpepper,0.1,0.0,0.010416666666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,saltpepper_0.125,saltpepper,0.125,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,saltpepper_0.15000000000000002,saltpepper,0.15000000000000002,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,saltpepper_0.17500000000000002,saltpepper,0.17500000000000002,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,saltpepper_0.2,saltpepper,0.2,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,saltpepper_0.225,saltpepper,0.225,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,saltpepper_0.25,saltpepper,0.25,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,saltpepper_0.275,saltpepper,0.275,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,saltpepper_0.30000000000000004,saltpepper,0.30000000000000004,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,saltpepper_0.325,saltpepper,0.325,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,saltpepper_0.35000000000000003,saltpepper,0.35000000000000003,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,saltpepper_0.375,saltpepper,0.375,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,saltpepper_0.4,saltpepper,0.4,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,saltpepper_0.42500000000000004,saltpepper,0.42500000000000004,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,saltpepper_0.45,saltpepper,0.45,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,saltpepper_0.47500000000000003,saltpepper,0.47500000000000003,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,saltpepper_0.5,saltpepper,0.5,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,jpeg_0.025,jpeg,0.025,0.052083333333333336,0.84375
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,jpeg_0.05,jpeg,0.05,0.052083333333333336,0.8333333333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,jpeg_0.07500000000000001,jpeg,0.07500000000000001,0.09375,0.8333333333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,jpeg_0.1,jpeg,0.1,0.0625,0.84375
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,jpeg_0.125,jpeg,0.125,0.08333333333333333,0.8333333333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,jpeg_0.15000000000000002,jpeg,0.15000000000000002,0.08333333333333333,0.8541666666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,jpeg_0.17500000000000002,jpeg,0.17500000000000002,0.07291666666666667,0.84375
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,jpeg_0.2,jpeg,0.2,0.11458333333333333,0.8333333333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,jpeg_0.225,jpeg,0.225,0.08333333333333333,0.8229166666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,jpeg_0.25,jpeg,0.25,0.07291666666666667,0.8541666666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,jpeg_0.275,jpeg,0.275,0.08333333333333333,0.8333333333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,jpeg_0.30000000000000004,jpeg,0.30000000000000004,0.09375,0.84375
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,jpeg_0.325,jpeg,0.325,0.052083333333333336,0.8333333333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,jpeg_0.35000000000000003,jpeg,0.35000000000000003,0.0625,0.8541666666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,jpeg_0.375,jpeg,0.375,0.08333333333333333,0.8333333333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,jpeg_0.4,jpeg,0.4,0.09375,0.8541666666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,jpeg_0.42500000000000004,jpeg,0.42500000000000004,0.09375,0.84375
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,jpeg_0.45,jpeg,0.45,0.07291666666666667,0.8333333333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,jpeg_0.47500000000000003,jpeg,0.47500000000000003,0.08333333333333333,0.8333333333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,jpeg_0.5,jpeg,0.5,0.07291666666666667,0.8541666666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,noise_0.025,noise,0.025,0.09375,0.8125
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,noise_0.05,noise,0.05,0.0625,0.84375
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,noise_0.07500000000000001,noise,0.07500000000000001,0.16666666666666666,0.7708333333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,noise_0.1,noise,0.1,0.11458333333333333,0.65625
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,noise_0.125,noise,0.125,0.052083333333333336,0.5833333333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,noise_0.15000000000000002,noise,0.15000000000000002,0.08333333333333333,0.4166666666666667
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,noise_0.17500000000000002,noise,0.17500000000000002,0.09375,0.21875
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,noise_0.2,noise,0.2,0.020833333333333332,0.08333333333333333
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,noise_0.225,noise,0.225,0.0,0.041666666666666664
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,noise_0.25,noise,0.25,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,noise_0.275,noise,0.275,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,noise_0.30000000000000004,noise,0.30000000000000004,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,noise_0.325,noise,0.325,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,noise_0.35000000000000003,noise,0.35000000000000003,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,noise_0.375,noise,0.375,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,noise_0.4,noise,0.4,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,noise_0.42500000000000004,noise,0.42500000000000004,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,noise_0.45,noise,0.45,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,noise_0.47500000000000003,noise,0.47500000000000003,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,noise_0.5,noise,0.5,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,multnoise_0.025,multnoise,0.025,0.07291666666666667,0.84375
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,multnoise_0.05,multnoise,0.05,0.08333333333333333,0.8541666666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,multnoise_0.07500000000000001,multnoise,0.07500000000000001,0.11458333333333333,0.7916666666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,multnoise_0.1,multnoise,0.1,0.13541666666666666,0.6875
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,multnoise_0.125,multnoise,0.125,0.14583333333333334,0.5833333333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,multnoise_0.15000000000000002,multnoise,0.15000000000000002,0.07291666666666667,0.375
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,multnoise_0.17500000000000002,multnoise,0.17500000000000002,0.0625,0.16666666666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,multnoise_0.2,multnoise,0.2,0.010416666666666666,0.08333333333333333
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,multnoise_0.225,multnoise,0.225,0.010416666666666666,0.020833333333333332
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,multnoise_0.25,multnoise,0.25,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,multnoise_0.275,multnoise,0.275,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,multnoise_0.30000000000000004,multnoise,0.30000000000000004,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,multnoise_0.325,multnoise,0.325,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,multnoise_0.35000000000000003,multnoise,0.35000000000000003,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,multnoise_0.375,multnoise,0.375,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,multnoise_0.4,multnoise,0.4,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,multnoise_0.42500000000000004,multnoise,0.42500000000000004,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,multnoise_0.45,multnoise,0.45,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,multnoise_0.47500000000000003,multnoise,0.47500000000000003,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,multnoise_0.5,multnoise,0.5,0.0,0.0
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,smear_0.025,smear,0.025,0.10416666666666667,0.8229166666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,smear_0.05,smear,0.05,0.09375,0.84375
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,smear_0.07500000000000001,smear,0.07500000000000001,0.11458333333333333,0.8541666666666666
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,smear_0.1,smear,0.1,0.08333333333333333,0.8333333333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,smear_0.125,smear,0.125,0.10416666666666667,0.8125
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,smear_0.15000000000000002,smear,0.15000000000000002,0.09375,0.7708333333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,smear_0.17500000000000002,smear,0.17500000000000002,0.08333333333333333,0.7395833333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,smear_0.2,smear,0.2,0.11458333333333333,0.65625
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,smear_0.225,smear,0.225,0.09375,0.6145833333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,smear_0.25,smear,0.25,0.09375,0.5
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,smear_0.275,smear,0.275,0.10416666666666667,0.40625
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,smear_0.30000000000000004,smear,0.30000000000000004,0.10416666666666667,0.3333333333333333
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,smear_0.325,smear,0.325,0.10416666666666667,0.28125
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,smear_0.35000000000000003,smear,0.35000000000000003,0.14583333333333334,0.2604166666666667
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,smear_0.375,smear,0.375,0.125,0.23958333333333334
Polyp,GradNorm,val_optimal,CVC-ClinicDB,ind_test,smear_0.4,smear,0.4,0.10416666666666667,0.22916666666666666
